Cmpd1	Cmpd2	TS
CCC1(CO)CCN(CC1)C(=O)[C@H]1CC[C@H](C)O1	CC[NH+](CCC1CCN(CC1)C(=O)NC[C@@H]1CCCO1)CC1CC1	0.7957746386528015
NC(=O)COc1cccc(c1)C(=O)N[C@H](CC([O-])=O)c1ccc(Cl)c(F)c1	Fc1ccc(cc1)N1C[C@H](NC(=O)c2ccc(F)cc2I)C1=O	0.7944444417953491
CC(C)(C(=O)Nc1cccc(F)c1F)c1cccnc1	O=C(CC1(CCCCC1)n1cccc1)Nc1ccncc1	0.7931034564971924
CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2cnc(C)cn2)c1	CCCN(Cc1ccc(cc1)C#N)C(=O)c1ccc(C)nc1OC	0.7919254899024963
Cc1cccc(O)c1NC(=O)[C@@H]1CN(Cc2ccccc2)C(=O)C1	Oc1c(Cl)cc(NC(=O)Cc2coc(n2)-c2ccc(Cl)cc2)cc1Cl	0.79076087474823
Cc1cc(ncn1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C([O-])=O	C[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H]1COCCN1C(C)=O	0.7896174788475037
CC(=O)Nc1ccc(CC(=O)N2C[C@@H](O)C[C@@H]2c2ccc(F)c(F)c2)cc1	C[C@@H](C(=O)N1CCNC(=O)[C@H]1c1ccccc1Br)c1ccc(C)s1	0.7885117530822754
COc1cccc(c1)[C@H](O)C(=O)NCCc1nc2ccccc2n1C	COc1ccc(cc1)C(=O)CNC(=O)COc1ccccc1-n1cnnc1	0.7874659299850464
CCOC(=O)[C@@H]1CCC[C@@H]1N1CCN(CC1)C(=O)c1ccccc1OC(F)F	Cc1cc(NC(=O)[C@H]2CCCN2C(=O)Cc2ccccc2)c[nH+]c1N1CCCCC1	0.786432147026062
CCNC(=O)N1CCC(CC1)[NH2+][C@@H](c1ccccc1)C(C)(C)C	COc1ccc(cc1)[C@@H](C[NH+]1CCCC1)NC(=O)Cc1ccccc1Br	0.7854889631271362
CC(C)[C@@H](CNC(=O)Cc1ccc(F)cc1F)OC(=O)Cc1ccc(F)cc1F	CN(C)c1ccccc1COC(=O)[C@@H]1C[C@H]1c1ccc(F)cc1	0.7844827771186829
O=C(CCc1ccc2OCCc2c1)N1CCN(Cc2ccccc2)CC1	O=C(N1CCOC[C@H]1c1ncon1)c1ccc2CCCCc2c1	0.783561646938324
COC(=O)C[C@@H](NC(=O)C1=C(CCCC1)C([O-])=O)c1ccc(Cl)cc1Cl	FC(F)(F)C[C@@H](NC(=O)[C@@H]1CCC(=O)NC1)c1ccc(Cl)cc1	0.782608687877655
CC(C)(C)OC(=O)NC[C@H]1CCC[C@H]1[NH2+]CCNC(=O)C1CCCCC1	O=C(CC1(CCCCC1)n1cccc1)NCCCn1cc[nH+]c1	0.7817589640617371
Cc1ccc(C(=O)Nc2ccc(cn2)-c2nncn2C)c(C)c1	Cc1cc(C)n(n1)-c1cccc(c1)C(=O)NCCc1ccccn1	0.7808988690376282
COCc1nc(n[nH]1)-c1cccc(NC(=O)c2cccc(Nc3ncccn3)c2)c1	O=C(CNC(=O)Cc1cccc2ccccc12)N[C@H]1CN(C1=O)c1ccccc1	0.7800511717796326
CC(C)C[C@@H]1C[C@@H](CCO1)NC(=O)[C@@H](C)Cc1c(C)nn(C)c1C	Cc1n[nH]c(C)c1[C@H]1CCCCCN1C(=O)Nc1ccc(cc1)-n1ccnn1	0.7792207598686218
CC(C)C[C@@H]1C[C@@H](CC(=O)N1)C(=O)N[C@@H]1CCc2cc(F)ccc12	CN(C)c1ccc(NC(=O)c2ccc(C)cc2C)c(c1)C(N)=O	0.7784090638160706
O=C(N1CCO[C@H](Cc2ccccc2)C1)c1cc(nc2ccccc12)-c1cccnc1	C[C@H](NC(=O)C(C)(C)[C@H](O)c1cccc(OCc2ccccc2)c1)c1ccccn1	0.7777777910232544
CC[NH+]1CCC[C@H]1CNC(=O)Cn1ccc2c(Cl)cccc12	COc1ccc(NC(C)=O)cc1NC(=O)c1ccc2n(C)ccc2c1	0.7768816947937012
C[C@H](Cc1cccc(F)c1)C(=O)NCc1nc2ccccc2c(=O)n1C	CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)[C@@H]1COCCN1C	0.7761557102203369
C[C@H]1C[C@@H]2CCCC[C@@H]2N1S(=O)(=O)c1ccc(cc1)N1CCCC1=O	C[C@@H]1CCC[C@@H](C1)NC(=O)CN1CC[NH+](CC1)C1CCN(CC1)S(C)(=O)=O	0.7754136919975281
C[NH+]1CCC(CC1)NC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(C)cc1	COc1ccc(C(=O)Nc2ccc(N3CCC[C@@H]3C(C)C)c(F)c2)c(OC)c1OC	0.7747126221656799
C[NH+](C)Cc1ccc(cc1)C(=O)N[C@H](C1CC1)c1nccc(C)n1	Cc1cccc(OC2CC[NH+](CC(=O)Nc3ccc(C)c(C)c3)CC2)n1	0.7740113139152527
C[C@@H]1C[C@H](CC(=O)N1)C(=O)N1CCN(CC(=O)Nc2cc(C)on2)CC1	NC(=O)[C@@H](N1CCN(CC1)c1ccc(nn1)C#N)c1ccc(Cl)cc1	0.7733333110809326
Cc1n[nH]c(C)c1CCC(=O)N1CCN(CC1)C(c1ccc(F)cc1)c1ccc(F)cc1	C[NH+]1CCN(CC1)C(=O)[C@@H]1CC11CCN(CC1)C(=O)c1cnc2nc(C)ccc2c1[O-]	0.7726315855979919
Cc1cc(C(=O)NCCCc2nnc3CCCCn23)c(C)n1-c1ccccc1F	COc1ccc(cc1)-c1[nH]nc(C)c1CC(=O)NCc1ccc2OCOc2c1	0.772009015083313
C[C@@H]1Cc2cc(F)ccc2[C@H](C)N1C(=O)CC1(O)CCCCC1	O=C(Cc1cccnc1)N1CC[C@@H]2[C@@H](CCC(=O)N2C2CC2)C1	0.7713567614555359
Cc1ccc(NC(=O)N2CCN(CC2)C(=O)C2CC2)cc1S(=O)(=O)NC1CC1	C[C@@H](CCO)C1(CNS(=O)(=O)c2cccc(c2)S(C)(=O)=O)CCC1	0.7707316875457764
COC[C@H](O)CCNC(=O)[C@H]1CCCN1C(=O)c1cc(Cl)cc(Cl)c1	CS(=O)(=O)c1cccc(Cl)c1CNC[C@@H]1CC[NH+](C1)C1CC1	0.7701149582862854
C[C@@H]1OCC[C@@H]1NC(=O)C1(CCCC1)Sc1ccccc1	CNC(=O)[C@@H]1CCC[C@@H]1NC(=O)c1cccc(NC(=O)OC)c1	0.7694703936576843
C[C@@H]1CC(C)(C)N(CC(=O)N[C@@](C)(C#N)C2CC2)c2ccccc12	CN1[C@H]([C@@H](CC1=O)NC(=O)c1ccc(NC(=O)C2CC2)cc1)c1ccc(Cl)cc1	0.768878698348999
CCOc1cccc(c1)[C@@H]1C[C@H]1NC(=O)c1ccc2N(CCc2c1)C(C)=O	CC(C)(C)[C@H]1CCN(C[C@H]1O)C(=O)Nc1cccc2CCCCc12	0.7682926654815674
C[NH+]1CCC(CC1)NC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(C)cc1	COc1ccc(OC)c(NC(=O)[C@@H](C)NC(=O)N2CCN(CC2)c2ccccc2)c1	0.7677261829376221
COc1ccc(CCN[C@@H](c2ccncc2)c2cccc(c2)C(F)(F)F)cc1OC	O[C@H]1C[C@@H](N(C1)C(=O)c1ccc(CNC(=O)c2cccs2)cc1)c1ccc(F)cc1	0.7671568393707275
COc1ccc(cc1)C1(CNC(=O)c2c(C)[nH]cc2NC(C)=O)CCCCC1	Cc1n[nH]c(C)c1[C@H]1CCCCCN1C(=O)Nc1ccc(cc1)-n1ccnn1	0.7665847539901733
CSc1ccccc1NC(=O)NCC1(CCC1)[C@H](C)CCO	CCCC(=O)N1CCC(CC1)C(=O)N[C@@H](CC)[C@H](O)C(F)(F)F	0.7660256624221802
Fc1cc(C(=O)Nc2ccc(cc2)C(F)(F)F)c2ncccc2c1	COCCn1ccc2ccc(cc12)C(=O)NCc1cccnc1	0.7654986381530762
O[C@]12CCCC[C@@H]1CN(CC2)C(=O)CCn1ccc2ccc(Cl)cc12	COc1cc(cc(OC)c1OC)C(=O)NCCn1c(C)nc2ncccc2c1=O	0.7649667263031006
COc1ccc(cc1)C(=O)CNC(=O)c1cc([nH]n1)-c1ccc(OC)c(OC)c1	C[NH+]1CC[C@H](NC(=O)c2cc(C)n(C)n2)[C@H]1c1ccc(F)c(F)c1	0.7644110321998596
CCc1ccc(CCC(=O)NCC2(CCCC2)c2ccncc2)cc1	CCOC(=O)c1ncc(NC(=O)N[C@@H]2CCC(=O)N[C@@H]2c2ccccc2)s1	0.7638888955116272
COC(=O)c1cc(C)ccc1OCc1nnc(C(C)C)n1C	COc1cccc(CNC(=O)Cn2cc(ccc2=O)C([O-])=O)c1OC	0.7633802890777588
Cn1cc(cn1)[C@@H](O)C[C@H]1CCCN1C(=O)CCc1ccc2ccccc2c1	C[C@H]1CC(=O)CC[C@H]1C(=O)Nc1cc(F)c(N2CCCC2)c(F)c1	0.7628865838050842
COC(=O)CCN1CCN([C@H](C)C1)C(=O)COc1ccccc1OCC(F)(F)F	CCn1nc(C)c(CCC(=O)NCC2(CCOCC2)c2ccc(OC)cc2)c1C	0.7623762488365173
C[C@@H](NC(=O)c1ccccc1COC1CCOCC1)C(C)(C)C	CN(C)C(=O)NCc1ccc(OC(F)(F)F)cc1C([O-])=O	0.761904776096344
O=C(NCc1ccncc1)[C@H]1CCCN(C1)c1ccc2nnnn2n1	O=C(Cc1ccc2OCCCOc2c1)NCCc1nnc2ccccn12	0.7614213228225708
CC(C)(C)[C@H]1C[C@H](CCO1)NC(=O)[C@H](OC1CCCC1)c1ccccc1	COc1ccc(CN2CCN(CC2)C(=O)c2cccc(c2)C(=O)OC(C)(C)C)cc1F	0.7609254717826843
CC1(C)CN(CCN1Cc1cc(Cl)cc2cccnc12)C(=O)C1CC1	CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cccc3ncccc23)c1C	0.760465145111084
COc1ccc(cc1NC(=O)N(Cc1ccoc1)C1CCCCC1)C(=O)N(C)C	COc1ccccc1N1CCN(CC1)C(=O)c1nc(Br)sc1C(C)C	0.7599999904632568
COc1ccc2cccc(NC(=O)CCc3cccnc3)c2n1	O=C(CCC(=O)N1CCc2ccccc2C1)N1CCNC(=O)C1	0.759530782699585
Cn1cc(cn1)S(=O)(=O)NCc1ccc(cc1Cl)-n1cnc2ccccc12	CCc1cccc(CC)c1NS(=O)(=O)c1cc(CCNC(C)=O)ccc1OC	0.7590909004211426
COC(=O)C1CCC(CC1)C(=O)NCCC[NH+]1CCN(CC1)c1ccccc1	NC(=O)c1ccc(NC(=O)N2CCCC[C@H]3CCCC[C@@H]23)cc1Cl	0.7586206793785095
CC(C)c1ccc(cc1)-n1cc([O-])c(n1)C(=O)N(C)[C@H](CCO)c1ccccc1	Cc1cc(=O)c(c[nH]1)C(=O)NCc1cccc(c1)-c1cnn(C)c1	0.758186399936676
CC(C)[C@@H](NC(=O)N1CCN(CC1)c1ncccn1)C(=O)Nc1ccc(F)cc1	CC[C@H]([NH+](C)C)C(=O)N[C@H](C)c1ccccc1N1CCOCC1	0.7577464580535889
C[C@H]1CC(C[C@H](C)O1)NC(=O)c1nc(C)n(n1)-c1ccc(Cl)cc1	Cc1ccc(NC(=O)N2CCCC[C@H]2c2nc[nH]n2)cc1Cl	0.7573333382606506
Clc1ccc(cc1)-c1cc(n[nH]1)C(=O)N1CCN(CCc2ccncc2)CC1	COc1cc(CCC(=O)Nc2cccc(CC[NH+](C)C3CC3)c2)cc(OC)c1	0.7569060921669006
COc1ccc(cc1)C(=O)CNC(=O)Cn1nnc2ccccc2c1=O	COc1ccc(C(=O)N(CCCO)[C@@H]2CCc3ccccc23)c(C)c1	0.7564767003059387
O=C(NCC1(CCCC1)c1ccc2OCCOc2c1)C1C[NH+]2CCN1CCC2	Cc1ccc(cc1)[C@H](O)CN[C@H]1C[C@@]2(CCN(C2)C(=O)OC(C)(C)C)Oc2ccccc12	0.7560483813285828
COc1ccccc1CN1C[C@@H](CC1=O)C(=O)NCCc1nnc2ccccn12	CCOC(=O)c1cnc(C)c(c1)C(=O)N[C@@H](C)c1ccc2OCC(=O)Nc2c1	0.7556561231613159
Cc1cc(=O)c(OCC(=O)Nc2ccc3occc(=O)c3c2)cn1C	C[NH+]1CCC(CC1)NC(=O)c1nccc2c(cccc12)S(N)(=O)=O	0.7552447319030762
COC(=O)[C@@H](OC(=O)[C@H]1C[C@@H]1c1cc(F)ccc1F)C1CC1	CCOCOc1ccc(COC(=O)C2[C@H]3CCCC[C@@H]23)cc1	0.7548387050628662
CCOc1ccc(NC(=O)[C@H]2CCc3cn[nH]c3C2)cc1CO	Cc1n[nH]c(C)c1[C@H]1CCCN1C(=O)N[C@H]1COc2ccccc2C1	0.75443035364151
CC(C)Cn1nc(CC(=O)NCc2ccc(cc2)S(N)(=O)=O)c2ccccc2c1=O	CC(C)n1ccc2c(cccc12)C(=O)NCCn1c2ccccc2[nH]c(=O)c1=O	0.7540322542190552
COc1cc(nc2c(F)cc(F)cc12)C(=O)N1CCN(CC1)c1ccccc1C	COc1ccc(CCc2nc3nccc(-c4ccc(OC)c(OC)c4)n3n2)cc1OC	0.7536534667015076
CC(C)N(C(=O)COc1ccccc1Br)c1cccnc1	Fc1cc(Br)cc(F)c1NC(=O)NC[C@@H]1CCOCO1	0.7532467246055603
Cc1ccnc(n1)[C@@H](NC(=O)c1cc2ccccc2c(=O)[nH]1)C1CC1	Cc1n[nH]c(C)c1CCC(=O)NCCn1c2ccccc2[nH]c(=O)c1=O	0.7528868317604065
CN(CC1(O)CCCC1)S(=O)(=O)Cc1cccc2cccnc12	Cc1ccc(cc1S(=O)(=O)NCc1ccno1)S(C)(=O)=O	0.7524999976158142
NC(=O)C[C@H](NC(=O)COc1cccc2cccnc12)C1CCCCC1	CC(C)[C@H](O)c1ccccc1NC(=O)c1cccc(OCC=C(C)C)c1	0.752136766910553
C(Nc1cc(CC2CC2)[nH+]n1-c1ccccc1)c1cnc2ccccn12	Cc1cc(C)n(n1)-c1ccc(C[NH2+]Cc2cc(O)cc(Br)c2O)cn1	0.7517564296722412
Cc1ccnc(n1)[C@@H](NC(=O)c1ccncc1F)C1CC1	Fc1ccc(Br)c(c1)C(=O)Nc1csc(n1)-c1ccccn1	0.751366138458252
CCOc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(=O)N1CCC[C@@H](C1)OC(C)=O	C[C@H]1CCCCN1c1cc(ccn1)C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1	0.7510822415351868
FC(F)(F)CCC(=O)N1CCN(CC1)c1[nH]c2ccccc2[nH+]1	CC(C)(C)OC(=O)[C@H](O)CNC(=O)[C@H]1C[C@@H]1c1ccc2OCCOc2c1	0.7506493330001831
CC(C)(C)n1cc(C[NH+](Cc2ccccc2O)C2CCCCC2)cn1	NC(=O)c1ccc(NC(=O)N2CCCC[C@H]3CCCC[C@@H]23)cc1Cl	0.75
C[C@@H](Sc1nc2ccccc2s1)C(=O)NC[C@@H]1CCN(C1)c1ccccc1	COC(=O)[C@@H](C)NC(=O)N1CCC(CC1)c1nc2ccccc2s1	0.75
C[C@@H](O)CN(C)S(=O)(=O)c1cc2n(C)c(=O)n(C)c2cc1Br	COc1ccc(c(C)c1)S(=O)(=O)N[C@H]1CCO[C@@]2(CCOC2)C1	0.7494407296180725
CC[C@H]1CC[C@H](C)N1C(=O)Nc1ccc(cc1C)N1CC[NH+](C)CC1	CN(CC1CCN(CC1)C(=O)Nc1ccccc1)C(=O)C\C=C\c1ccc(F)cc1	0.7493112683296204
COCCn1c(cc2ccccc12)C(=O)N1CCc2ccccc2C1	O=C(COC(=O)c1ccn2cncc2c1)N1CCCc2ccccc12	0.7488372325897217
C[C@H]([NH+]1CC(C1)N(C)C)C(=O)Nc1ccc(cc1)N1CCOCC1	FC(F)(F)CCC(=O)N1CCN(CC1)c1[nH]c2ccccc2[nH+]1	0.7485875487327576
COCCn1ccc2c(NC(=O)[C@@H](c3ccccc3)n3cnnn3)cccc12	CC(C)n1cnc2ccc(NC(=O)c3ccncc3)cc2c1=O	0.7482014298439026
C[C@@H](C(=O)Nc1nnn[n-]1)c1ccc(c(F)c1)-c1ccccc1	Cn1cccc1C(=O)Nc1cccc(c1)C(=O)N1CCC[C@H](O)C1	0.7478753328323364
O[C@]12CCCC[C@@H]1CN(CC2)C(=O)[C@H](c1ccccc1)n1cnnn1	Cc1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccccc1C	0.7475489974021912
COc1ccc(CCc2n[nH]c(NC(=O)C[C@@H]3NC(=O)c4ccccc34)n2)cc1	Fc1ccc2sc(nc2c1)[C@H](C#N)C(=O)NCc1ccc(OCc2cccnc2)cc1	0.7472035884857178
COc1ccc(nn1)N1CCC[C@H](C1)C(=O)NCC(C)C	NC(=O)CCC1CCN(CC1)C(=O)c1cccnc1SC(F)F	0.746874988079071
C[NH+]1CCC(CC1)NC(=O)CN(c1ccc(Cl)cc1C)S(C)(=O)=O	C[C@H](N[C@@H](C(N)=O)C(F)(F)c1ccccc1)c1ccccc1	0.7465564608573914
C[C@H](CNC(=O)[C@H]1CN(C(=O)C1)c1ccc(C)cc1)S(N)(=O)=O	Cc1cc(C)cc(c1)C(=O)N1CCC[C@@H](C1)C(=O)N1CCC[C@@H]1[C@@H]1CCCC1=O	0.7462311387062073
CC(C)Cn1nc(CC(=O)NCc2ccc(cc2)S(N)(=O)=O)c2ccccc2c1=O	FC(F)(F)c1nnc2CN(CCn12)C(=O)C[C@H](Cn1cccc1)c1ccc(Cl)cc1	0.7459016442298889
Cc1cccc(OCCCCC(=O)Nc2cccc(c2)C(=O)N2CCC[C@H](CO)C2)c1	COCc1cccc(OCC2(CN(c3ccc(cc3)C(C)=O)S(C)(=O)=O)CC2)c1	0.745591938495636
Cc1cc(C)nc(Nc2ccc(cc2)C(=O)Nc2ccc3[nH]ccc3c2)n1	Oc1ccc2cc(C(=O)Nc3cccc(C([O-])=O)c3O)c(=O)oc2c1	0.7452830076217651
Clc1ccc(cc1)[C@@H](CC(=O)NCCCc1nc2ccccc2[nH]1)Cn1cnnn1	Cc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4n3C)no2)c(C)c1	0.744966447353363
CCCS(=O)(=O)[N-]c1cccc(c1)C(=O)Nc1cccc2c(OC)ccnc12	Cc1nc2ccc(F)cc2c(=O)n1CC(=O)NCCc1c[nH]c2ccccc12	0.7446351647377014
CSc1ccc(C)c(c1)C(=O)N1CCC(CC1)Oc1ccnc(c1)C(N)=O	C[C@H](C1CC1)N(Cc1ccccc1)C(=O)c1nccc2c(cccc12)S(N)(=O)=O	0.7443438768386841
CC(C)Cn1nc(CC(=O)NCc2ccc(cc2)S(N)(=O)=O)c2ccccc2c1=O	CCOc1c(Cl)cc(cc1OC)C(=O)Nc1cccc(c1)C(=O)N1CCC[C@H](CO)C1	0.7440347075462341
Cc1ccc(C(=O)N(Cc2ccccn2)c2ccncc2)c(C)c1	[O-]c1cc(cc(Cl)n1)C(=O)OCC(=O)N[C@@H](C1CC1)c1ccccc1	0.7437325716018677
CC(C)Cn1cnc2ccc(NC(=O)CCCn3cnc4ccccc4c3=O)cc2c1=O	Cc1cc(C)nc(Nc2ccc(cc2)C(=O)N2CCN(CCc3ccccn3)CC2)n1	0.7434210777282715
COC(=O)N[C@@H](C(C)C)C(=O)N1CC(C)(C1)OC	CC(C)(C)[NH2+]CCNC(=O)C(C)(C)N1CCN(CC1)C(=O)OC(C)(C)C	0.7431192398071289
O=C(CCCC(=O)N1CCN(CC1)c1cccc[nH+]1)NCc1cccnc1	CC(C)NC(=O)Nc1ccc(cc1)C(=O)NCC1(CCCC1)c1ccncc1	0.7428571581840515
COc1ccc(cc1)-c1[nH]nc(C)c1CC(=O)NCCc1c[nH]c2ccc(OC)cc12	CC(C)(C)c1csc(CCNC(=O)c2n[nH]c3ccccc23)n1	0.7425287365913391
CC(C)[C@@H]1C[NH+](C)CCN1C(=O)Nc1ccccc1N1CCCCC1	CC[C@@H]1CC[C@H](C)[NH+]1CC(=O)N1[C@@H](C)CCC[C@H]1C	0.7422360181808472
COCCCNC(=O)[C@H]1CCCN(C1)c1ccc(OC)nn1	NC(=O)N1CCC(CC1)[NH2+]CCc1ccc(OC2CCCC2)cc1	0.7419354915618896
OC1(Cc2ccccc2C1)C(=O)NCCc1ccc(cc1)C([O-])=O	NC(=O)c1cccc(CN[C@@H]2CCO[C@H]2c2ccc(Cl)cc2)c1	0.7416666746139526
Cc1[nH]c(nc1-c1ccccc1)-c1ccc(s1)-c1ccc(C)cc1	Clc1cccc2sc(cc12)C(=O)NCCc1nnc2ccccn12	0.7413793206214905
CC(C)(C)[C@H]1CCN(C[C@@H]1O)C(=O)[C@@H]1CCCN(C1)C(=O)CCOc1ccccc1	CC(C)Cc1n[nH]c(NC(=O)Cc2nn(Cc3ccccc3)c(=O)c3ccccc23)n1	0.7410714030265808
Cc1nn(C)c(C)c1-c1cc(n[nH]1)C(=O)Nc1n[nH]c(Cc2ccc(F)cc2)n1	COC(=O)c1[nH]\c(=N\C(=O)[C@@H](C)c2ccc(C[C@@H]3CCCC3=O)cc2)sc1CC(C)C	0.7408207058906555
CCn1c(cc2ccccc12)C(=O)N1CCC2(C[C@@H]2C(=O)N2CC[NH+](C)CC2)CC1	CN(C)C(=O)N1CCN(C(=O)c2ccc(cc2)S(=O)(=O)C(F)F)C(C)(C)C1	0.7405063509941101
Cn1c2ccccc2c(cc1=O)C(=O)Nc1n[nH]c(n1)[C@@H]1CCCO1	COc1ccccc1-c1cc(n[nH]1)C(=O)NCCc1nc2ccccc2[nH]1	0.7402299046516418
Fc1cccc2[nH]nc(N3C[C@H](CC3=O)C(=O)NC3CCCCCC3)c12	CN1CC[C@H](NC(=O)c2scnc2C)[C@H]1c1ccc(F)c(F)c1	0.7399527430534363
COC(=O)CN(C)[C@H](C)c1cccc(c1)-c1ccncc1	Nc1nc(Cl)cc(n1)N1CCC[C@H]1\C=C\c1ccccc1	0.7396825551986694
CC(C)n1cc(C(=O)Nc2n[nH]c3cccc(F)c23)c2ccccc2c1=O	COCCn1cc(CCC(=O)Nc2ccc3C(=O)OCc3c2)c2ccccc12	0.739393949508667
COc1ccccc1-c1cc(n[nH]1)C(=O)N1CCN(CCc2ccncc2)CC1	C[NH+](CCOc1c(C)cccc1C)Cc1ccccc1N1CCOCC1	0.739130437374115
CCOC(=O)[C@H]([O-])C(F)(F)c1ccc(Cl)cc1	COC(=O)[C@@H](O)CNS(=O)(=O)c1ccc(C)c(F)c1	0.7388535141944885
CC1(C)C[C@@H](CCO1)NC(=O)C[C@]1(CCOC(C)(C)C1)c1ccc(Cl)cc1	CC(C)(C(=O)Nc1ccc(cc1)C(=O)NC1CC1)c1cccnc1	0.7385786771774292
C[C@H](O)[C@H](NC(=O)c1ccc2noc(-c3ccccc3)c2c1)C([O-])=O	COc1cc(nc2c(F)cc(F)cc12)C(=O)N[C@H](C)CCc1ccccc1	0.7383177280426025
